Case Type,Status,Request Received (Year),Request Received (Month),Request Closed (Year),Request Closed (Month),Case Active Days at Closure,Case Active Days (grouped),Closed on Time?,Reason (grouped),Number of Records
FOIA Case,Closed,2021,May,2021,May,16,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2021,May,2021,June,8,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2022,September,2022,October,7,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2022,January,2022,February,15,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2021,February,2021,March,16,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2022,January,2022,February,20,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2021,July,2021,July,8,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2021,June,2021,July,21,Up to 40 days used,late,Refused: Full or Partial NCND,1
FOIA Case,Closed,2023 to June,March,2023 to June,April,22,Up to 40 days used,late,Refused: Full or Partial NCND,1
FOIA Case,Closed,2021,February,2021,March,22,Up to 40 days used,late,Refused: Full or Partial NCND,1
FOIA Case,Closed,2023 to June,May,2023 to June,June,12,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2023 to June,May,2023 to June,May,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,February,2019,February,8,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,April,2022,April,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,July,2022,August,20,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,June,2020,June,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,March,2019,April,19,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,May,2021,May,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,August,2020,August,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,December,2021,December,5,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,July,2020,September,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,May,2020,May,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,January,2020,January,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,February,2022,February,6,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,October,2021,November,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,February,2021,February,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,May,2019,September,91,More than 60 days used,late,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,September,2021,September,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,April,2023 to June,May,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,March,2023 to June,March,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,February,2023 to June,February,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,July,2019,August,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,December,2020,December,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,February,2020,February,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,November,2022,December,17,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,January,2023 to June,February,5,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,November,2023 to June,January,34,Up to 40 days used,late,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,November,2019,December,19,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,August,2022,August,5,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,October,2021,November,6,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,December,2022,December,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,March,2020,April,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,April,2022,June,45,Up to 60 days used,late,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,January,2022,January,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,March,2023 to June,March,5,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,June,2023 to June,June,6,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,March,2023 to June,March,7,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,May,2022,July,51,Up to 60 days used,late,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,May,2020,May,12,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,May,2023 to June,May,5,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,May,2022,May,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,March,2022,June,63,More than 60 days used,late,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,April,2020,April,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,October,2021,November,19,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,April,2023 to June,May,22,Up to 40 days used,late,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,February,2023 to June,March,18,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,August,2020,September,18,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,March,2022,April,26,Up to 40 days used,late,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,June,2019,July,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,November,2021,November,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,March,2019,April,10,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,March,2019,April,12,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,April,2022,April,8,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,November,2020,November,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,April,2019,April,8,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,May,2021,June,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,August,2020,November,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,June,2022,June,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,February,2019,March,9,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,August,2020,August,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,February,2021,February,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,January,2019,February,8,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,May,2019,October,92,More than 60 days used,late,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,October,2019,October,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,January,2020,January,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,September,2020,September,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,January,2022,January,5,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,June,2022,June,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,August,2022,August,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,March,2021,March,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,September,2022,September,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,December,2021,January,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,July,2022,July,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,March,2021,April,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,December,2020,December,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,October,2021,April,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,February,2019,February,9,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,June,2020,June,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,April,2020,April,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,April,2022,April,9,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,June,2021,June,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,November,2019,November,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,November,2019,December,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,June,2019,June,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,October,2022,October,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,June,2021,June,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,March,2021,March,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,July,2022,July,6,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,February,2022,February,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,October,2021,November,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,May,2023 to June,May,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,March,2023 to June,March,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,June,2023 to June,June,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,May,2023 to June,May,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,May,2020,May,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,December,2023 to June,January,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,April,2023 to June,April,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,February,2023 to June,February,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,November,2022,November,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,October,2019,November,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,January,2023 to June,January,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2023 to June,February,2023 to June,February,0,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,July,2019,July,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,February,2022,February,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,November,2022,November,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,April,2021,April,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,February,2019,February,7,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,July,2021,August,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,May,2021,May,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,October,2020,October,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,June,2022,July,10,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,January,2020,January,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,February,2020,February,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,July,2022,July,1,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,June,2022,June,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,September,2019,November,34,Up to 40 days used,late,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,July,2022,August,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,August,2020,August,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2020,December,2020,December,3,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2022,November,2022,November,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,November,2021,November,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,April,2021,April,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2019,April,2019,May,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,January,2021,January,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,January,2021,January,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2022,December,2023 to June,January,14,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,January,2021,February,4,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2021,January,2021,February,2,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2018,August,2020,August,13,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2020,October,2022,March,4,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2022,February,2022,March,4,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2022,April,2022,May,4,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2020,May,2020,June,1,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2019,June,2019,November,92,More than 60 days used,late,Request Withdrawn by Applicant,1
FOIA Case,Closed,2019,April,2019,July,7,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2019,June,2019,August,4,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2019,August,2019,November,0,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2020,April,2020,May,0,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2020,January,2020,March,1,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2020,October,2020,October,1,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2020,September,2020,October,2,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2019,March,2019,May,9,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2019,April,2019,May,10,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2019,March,2019,May,18,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2020,June,2020,September,0,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2019,February,2019,March,8,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2020,September,2021,March,116,More than 60 days used,late,Request Withdrawn by Applicant,1
FOIA Case,Closed,2021,January,2021,March,3,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2021,January,2021,March,2,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2020,January,2020,February,3,Up to 20 days used,on time,Request Withdrawn by Applicant,1
